name,description,stars,language,forks,url,created_at,updated_at,category,language_detected
gurtejrehal/FALCON---AI-Data-Crawler,"Falcon Search has been created to aid the National Crime Records Bureau keeping in mind the need for an efficient AI data crawler that collects classified data from the web based on given keywords. It is a SaaS web data integration (WDI) platform which converts unstructured web data into structured format by extracting, preparing and integrating web data in areas of crime for consumption in criminal investigation agencies.    Falcon provides a visual environment for automating the workflow of extracting and transforming web data. After specifying the target website url, the web data extraction module provides a visual environment for designing automated workflows for harvesting data, going beyond HTML/XML parsing of static content to automate end user interactions yielding data that would otherwise not be immediately visible. Once extracted, the software provides full data preparation capabilities that are used for harmonizing and cleansing the web data.   For consuming the results, Falcon provides several options. It has its own visualization and dashboarding module to help criminal investigators gain the insights that they need. It also provides APIs that offer full access to everything that can be done on our platform, allowing web data to be integrated directly.     FALCON is capable of crawling ten million links and scrape one million links per month using Celery Worker. It moreover has the potential of outperforming this number if tested under standard cloud platforms. ",46,JavaScript,10,https://github.com/gurtejrehal/FALCON---AI-Data-Crawler,2020-07-31 18:56:17+00:00,2024-10-04 23:57:33+00:00,UX Tool,en
microsoft/react-text-annotator,"A labeler component that Lays out text and overlays textual decorations like labels, predictions, and relations based on given data and handles user interactions on tokens.",45,TypeScript,7,https://github.com/microsoft/react-text-annotator,2022-09-06 15:56:36+00:00,2024-04-08 06:13:45+00:00,UX Related,en
ayaremin/Interaction-Cards-Layout,Interaction Cards Layout will help users to show cool cards on bottom of screen ,43,Java,8,https://github.com/ayaremin/Interaction-Cards-Layout,2017-09-16 21:19:00+00:00,2023-08-28 06:18:17+00:00,Uncategorized,en
ruvnet/agentic-voice,"Agentic Chat App is an advanced AI-powered chat application designed for seamless real-time communication and intelligent responses. Built with Next.js, OpenAI, and Exa API, it leverages cutting-edge technologies to enhance user interactions and provide contextual, relevant information dynamically.",43,TypeScript,16,https://github.com/ruvnet/agentic-voice,2024-06-05 15:38:01+00:00,2024-10-04 14:39:26+00:00,UX Tool,en
mustafacagri/vue3-chatgpt-ai,"⭐️ The most comprehensive ChatGPT repo with Vue 3: Vue ChatGPT AI! ⭐️ Unlock the power of AI-driven conversations with OpenAI. 🚀 Enjoy real-time messaging, seamless image/audio support, and Firebase integration. Built on Vue 3 & Vuetify 3, with Pinia for robust state management. Revolutionize user interactions with advanced technology! 🎉",43,JavaScript,10,https://github.com/mustafacagri/vue3-chatgpt-ai,2024-06-15 21:16:43+00:00,2024-10-05 15:50:56+00:00,UX Related,en
Bogdaan/spycss,Track user interactions without JavaScript :sparkles:,40,PHP,6,https://github.com/Bogdaan/spycss,2018-01-31 15:01:56+00:00,2023-03-10 04:27:18+00:00,UX Related,en
MattFlood7/MediumBot,👾 Medium bot is used to help increase profile visibility by driving social interaction with articles and users on www.Medium.com!,40,Python,19,https://github.com/MattFlood7/MediumBot,2017-04-24 20:24:22+00:00,2024-07-09 09:44:28+00:00,Uncategorized,en
Vienta/VIAnalyticsKit,VIAnalyticsKit is an open source software framework that makes it easy to catch the user's interaction in application.,40,Objective-C,9,https://github.com/Vienta/VIAnalyticsKit,2016-08-03 13:08:08+00:00,2023-07-07 05:42:14+00:00,Tool,en
abhishekapk/SMART-PARKING-SYSTEM,"Computerized systems being an integral part of the current era, an automated parking system is one of its most commonly used applications.  The aim of this model is to build up and implement an automatic parking system that will detect the parking space with the help of image processing technique of the parking lot as well as reduce the human power. The smart parking system will able to have fewer interaction of humans. In additions to that, it has parking guidance system that can demonstrate and guide user towards a parking space. With the problems of ever increasing urban traffic congestion and the ever increasing shortage of space, the parking lots need to be well-equipped with parking space detection. The proposed system helps in counting the number of parked vehicles and, identifying the number of spots available. The system detects cars through images instead of electronic sensors embedded on the floors. A camera is installed at a high and fixed position in the parking lot. An image of empty parking lot is taken as reference and then image of parking lot with cars is taken. Both the images are subtracted to find the numbers of parking slots available.",40,MATLAB,17,https://github.com/abhishekapk/SMART-PARKING-SYSTEM,2020-05-05 15:17:05+00:00,2024-09-27 15:14:45+00:00,Application,en
twitchintheshell/twitch-master,Twitch chat -> QEMU user interaction backbone.,39,JavaScript,19,https://github.com/twitchintheshell/twitch-master,2015-11-03 00:41:58+00:00,2022-08-20 15:42:52+00:00,UX Related,en
SOYJUN/TCP-socket-client-server,"The aim of this assignment is to have you do TCP socket client / server programming using I/O multiplexing, child processes and threads. It also aims at getting you to familiarize yourselves with the inetd superserver daemon, the ‘exec’ family of functions, various socket error scenarios, some socket options, and some basic domain name / IP address conversion functions. Apart from the material in Chapters 1 to 6 covered in class, you will also need to refer to the following :  the exec family of functions (Section 4.7 of Chapter 4)  using pipes for interprocess communication (IPC) in Unix  error scenarios induced by process terminations & host crashes (Sections 5.11 to 5.16, Chapter 5)  setsockopt function & SO_REUSEADDR socket option (Section 7.2 & pp.210-213, Chapter 7)  gethostbyname & gethostbyaddr functions (Sections 11.3 & 11.4, Chapter 11)  the basic structure of inetd (Section 13.5, Chapter 13)  programming with threads (Sections 26.1 to 26.5, Chapter 26) Overview  I shall present an overview of this assignment and discuss some of the specification details given below in class on Wednesday, September 17 & Monday, September 22.  Client  The client is evoked with a command line argument giving either the server IP address in dotted decimal notation, or the server domain name. The client has to be able to handle either mode and figure out which of the two is being passed to it. If it is given the IP address, it calls the gethostbyaddr function to get the domain name, which it then prints out to the user in the form of an appropriate message (e.g., ‘The server host is compserv1.cs.stonybrook.edu’). The function gethostbyname, on the other hand, returns the IP address that corresponds to a given domain name. The client then enters an infinite loop in which it queries the user which service is being requested. There are two options : echo and time (note that time is a slightly modified version of the daytime service – see below). The client then forks off a child. After the child is forked off, the parent process enters a second loop in which it continually reads and prints out status messages received from the child via a half-duplex pipe (see below). The parent exits the second loop when the child closes the pipe (how does the parent detect this?), and/or the SIGCHLD signal is generated when the child terminates. The parent then repeats the outer loop, querying the user again for the (next) service s/he desires. This cycle continues till the user responds to a query with quit rather than echo or time.  The child process is the one which handles the actual service for the user. It execs (see Section 4.7, Chapter 4) an xterm to generate a separate window through which all interactions with server and user take place. For example, the following exec function call evokes an xterm, and gets the xterm to execute echocli, located in the current directory, passing the string 127.0.0.1 (assumed to be the IP address of the server) as the command line argument argv[1] to echocli (click on the url for further details) :  execlp(""xterm"", ""xterm"", ""-e"", ""./echocli"", ""127.0.0.1"", (char *) 0)  xterm executes one of two client programs (echocli or timecli, say) depending on the service requested. A client program establishes a TCP connection to the server at the ‘well-known port’ for the service (in reality, this port will, of course, be some ephemeral port of your choosing, the value of which is known to both server and client code). All interaction with the user, on the one hand, and with the server, on the other, takes place through the child’s xterm window, not the parent’s window. On the other hand, the child will use a half-duplex pipe to relay status information to the parent which the parent prints out in its window (see below).To terminate the echo client, the user can type in ^D (CTRL D, the EOF character). To terminate the time client, the only option is for the user to type in ^C (CTRL C). (This can also be used as an alternative means of terminating the echo client.) Note that using ^C in the context of the time service will give the server process the impression that the client process has ‘crashed’. It is your responsibility to ensure that the server process handles this correctly and closes cleanly. I shall address this further when discussing the server process.  It is also part of your responsibility in this assignment to ensure that the client code is robust with respect to the server process crashing (see Sections 5.12 & 5.13, Chapter 5). Amongst other implications, this means that it would probably be a good idea for you to implement your echo client code along the lines of either : Figure 6.9, p.168 (or even Figure 6.13, p.174) which uses I/O multiplexing with the select function; or of Figure 26.2, p.680, which uses threads; rather than along the lines of Figure 5.5, p.125.  When the child terminates, either normally or abnormally, its xterm window disappears instantaneously. Consequently, any status information that the child might want to communicate to the user should not be printed out on the child’s xterm window, since the user will not have time to see the final such message before the window disappears. Instead, as the parent forks off the child at the beginning, a half-duplex pipe should be established from child to parent. The child uses the pipe to send status reports to the parent, which the parent prints out in its window. I leave it up to you to decide what status information exactly should be relayed to the parent but, at a minimum, the parent should certainly be notified, in as precise terms as possible, of any abnormal termination conditions of the service provided by the child.  In general, you should try to make your code as robust as possible with respect to handling errors, including confused behaviour by the user (e.g., passing an invalid command line argument; responding to a query incorrectly; trying to interact with the service through the parent process window, not the child process xterm; etc.). Amongst other things, you have to worry about EINTR errors occurring during slow system calls (such as the parent reading from the pipe, or, possibly, printing to stdout, for example) due to a SIGCHLD signal. What about other kinds of errors? Which ones can occur? How should you handle them?  Server  The server has to be able to handle multiple clients using threads (specifically, detached threads), not child processes (see Sections 26.1 to 26.4, Chapter 26). Furthermore, it has to be able to handle multiple types of service; in our case, two : echo and time. echo is just the standard echo service we have seen in class. time is a slightly modified version of the daytime service (see Figure 1.9, p.14) : instead of sending the client the ‘daytime’ just once and closing, the service sits in an infinite loop, sending the ‘daytime’, sleeping for 5 seconds, and repeating, ad infinitum.  The server is loosely based on the way the inetd daemon works : see Figure 13.7, p.374. However, note that the differences between inetd and our server are probably more significant than the similarities: inetd forks off children, whereas our server uses threads; inetd child processes issue exec commands, which our server threads do not; etc. So you should treat Figure 13.7 (and Section 13.5, Chapter 13, generally) as a source of ideas, not as a set of specifications which you must slavishly adhere to and copy. Note, by the way, that there are some similarities between our client and inetd (primarily, forking off children which issue execs), which could be a useful source of ideas.  The server creates a listening socket for each type of service that it handles, bound to the ‘well-known port’ for that service. It then uses select to await clients (Chapter 6; or, if you prefer, poll; note that pselect is not supported in Solaris 2.10). The socket on which a client connects identifies the service the client is seeking. The server accepts the connection and creates a thread which provides the service. The thread detaches itself. Meanwhile, the main thread goes back to the select to await further clients.  A major concern when using threads is to make sure that operations are thread safe (see p.685 and on into Section 26.5). In this respect, Stevens’ readline function (in Stevens’ file unpv13e/lib/readline.c, see Figure 3.18, pp.91-92) poses a particular problem. On p.686, the authors give three options for dealing with this. The third option is too inefficient and should be discarded. You can implement the second option if you wish. Easiest of all would be the first option, since it involves using a thread-safe version of readline (see Figures 26.11 & 26.12) provided in file unpv13e/threads/readline.c. Whatever you do, remember that Stevens’ library, libunp.a, contains the non-thread-safe version of Figure 3.18, and that is the version that will be link-loaded to your code unless you undertake explicit steps to ensure this does not happen (libunp.a also contains the ‘wrapper’ function Readline, whose code is also in file unpv13e/lib/readline.c). Remaking your copy of libunp.a with the ‘correct’ version of readline is not a viable option because when you hand in your code, it will be compiled and link-loaded with respect to the version of libunp.a in the course account, ~cse533/Stevens/unpv13e_solaris2.10 (I do not intend to change that version since it risks creating confusion later on in the course). Also, you will probably want to use the original version of readline in the client code anyway. I am providing you with a sample Makefile which picks up the thread-safe version of readline from directory ~cse533/Stevens/unpv13e_solaris2.10/threads and uses it when making the executable for the server, but leaves the other executables it makes to link-load the non-thread-safe version from libunp.a.  Again, it is part of your responsibility to make sure that your server code is as robust as possible with respect to errors, and that the server threads terminate cleanly under all circumstances. Recall, first of all, that the client user will often use ^C (CTRL C) in the xterm to terminate the service. This will appear to the server thread as if the client process has crashed. You need to think about the error conditions that will be induced (see Sections 5.11 to 5.13, Chapter 5), and how the echo and time server code is to detect and handle these conditions. For example, the time server will almost certainly experience an EPIPE error (see Section 5.13). How should the associated SIGPIPE signal be handled? Be aware that when we return out of the Stevens’ writen function with -1 (indicating an error) and check errno, errno is sometimes equal to 0, not EPIPE (value 32). This can happen under Solaris 2.10, but I am not sure under precisely what conditions nor why. Nor am I sure if it also happens under other Unix versions, or if it also happens when using write rather than writen. The point is, you cannot depend on errno to find out what has happened to the write or writen functions. My suggestion, therefore, is that the time server should use the select function. On the one hand, select’s timeout mechanism can be used to make the server sleep for the 5 seconds. On the other hand, select should also monitor the connection socket read event because, when the client xterm is ^C’ed, a FIN will be sent to the server TCP, which will prime the socket for reading; a read on the socket will then return with value 0 (see Figure 14.3, p. 385 as an example).  But what about errors other than EPIPE? Which ones can occur? How should you handle them? Recall, as well, that if a thread terminates without explicitly closing the connection socket it has been using, the connection socket will remain existent until the server process itself dies (why?). Since the server process is supposed, in principle, to run for ever, you risk ending up with an ever increasing number of unused, ‘orphaned’ sockets unless you are careful.  Whenever a server thread detects the termination of its client, it should print out a message giving appropriate details: e.g., “Client termination: EPIPE error detected”, “Client termination: socket read returned with value 0”, “Client termination: socket read returned with value -1, errno = . . .”, and so on.  When debugging your server code, you will probably find that restarting the server very shortly after it was last running will give you trouble when it comes to bind to its ‘well-known ports’. This is because, when the server side initiates connection termination (which is what will happen if the server process crashes; or if you kill it first, before killing the client) TCP keeps the connections open in the TIME_WAIT state for 2MSLs (Sections 2.6 & 2.7, Chapter 2). This could very quickly become a major irritant. I suggest you explore the possibility of using the SO_REUSEADDR socket option (pp.210-213, Chapter 7; note that the SO_REUSEPORT socket option is not supported in Solaris 2.10), which should help keep the stress level down. You will need to use the setsockopt function (Section 7.2) to enable this option. Figure 8.24, p.263, shows an instance of server code that sets the SO_REUSEADDR socket option.  Finally, you should be aware of the sort of problem, described in Section 16.6, pp.461-463, that might occur when (blocking) listening sockets are monitored using select. Such sockets should be made nonblocking, which requires use of the fcntl  function after socket creates the socket, but before listen turns the socket into a listening socket.",39,C,19,https://github.com/SOYJUN/TCP-socket-client-server,2015-04-10 18:12:23+00:00,2024-05-27 15:41:29+00:00,Tool,en
sonocotta/loud-esp,"Loud ESP is an ESP32-powered, rich-audio development board. Available with or without a color touchscreen, Loud ESP has a wealth of peripherals to support a wide range of user interaction. It is compact, portable, battery-powered, and uses a dual MAX98357 Hi-Fi DAC that will output 3W per speaker.",37,C,6,https://github.com/sonocotta/loud-esp,2022-03-10 12:55:13+00:00,2024-08-15 13:43:08+00:00,UX Related,en
danilucaci/dl-react-redux-firebase-todo-app,"A todo app built with React.js, Redux and Firebase designed and developed with a strong focus on accessibility and user interaction.",36,JavaScript,14,https://github.com/danilucaci/dl-react-redux-firebase-todo-app,2019-12-29 15:00:10+00:00,2024-06-22 09:41:48+00:00,UX Application,en
solrachix/landing-page-template_3,"A clone of the landing page interface of the rocketseat sales page, with nice things like animations and user interactions and smooth scrolling!",36,TypeScript,6,https://github.com/solrachix/landing-page-template_3,2021-03-31 10:25:40+00:00,2024-08-21 00:36:07+00:00,UX Related,en
sangaline/dodona,A framework for constructing keyboards and evaluating their performance with user interaction models.,34,C++,7,https://github.com/sangaline/dodona,2015-03-01 18:40:42+00:00,2024-03-25 15:07:01+00:00,UX Tool,en
dhruvtaneja/timer-button, Timer button is a countdown enabled button which can be used to disable user interactions while showing a timer on top of it.,32,Java,9,https://github.com/dhruvtaneja/timer-button,2016-12-21 17:48:43+00:00,2023-04-01 07:37:43+00:00,UX Related,en
AnthenaMatrix/Website-Prompt-Injection,"Website Prompt Injection is a concept that allows for the injection of prompts into an AI system via a website's. This technique exploits the interaction between users, websites, and AI systems to execute specific prompts that influence AI behavior.",32,HTML,8,https://github.com/AnthenaMatrix/Website-Prompt-Injection,2024-03-11 20:45:43+00:00,2024-06-22 17:18:41+00:00,Uncategorized,en
shamspias/gpt-document-trained-chatbot-builder,"GPT-Document-Trained-Chatbot-Builder is a powerful, user-friendly tool that lets you create AI chatbots trained on your uploaded documents. Extract text from various file formats, train a GPT-3.5 or 4 based chatbot, and enjoy seamless interactions with efficient Pinecone storage.",32,,9,https://github.com/shamspias/gpt-document-trained-chatbot-builder,2023-04-01 20:15:11+00:00,2024-09-14 00:23:42+00:00,Tool,en
aws-samples/custom-web-experience-with-amazon-q-business,"Build a custom user interface for more tailored, controlled, and consolidated interactions with Amazon Q business. ",31,Python,14,https://github.com/aws-samples/custom-web-experience-with-amazon-q-business,2024-03-13 09:27:16+00:00,2024-09-09 12:46:27+00:00,UX Related,en
catherineisonline/bankist,"🤑 Bankist: A Virtual banking experience. Bankist is a fictional online bank. It is a project introduced by Jonas Schmedtmann in order to practice DOM manipulation and user interaction. Bankist has the option to log in to the account and use different functionalities, almost like in an actual bank",28,JavaScript,14,https://github.com/catherineisonline/bankist,2022-05-27 11:38:11+00:00,2024-09-30 23:54:53+00:00,UX Application,en
braintree/browser-switch-android,Open a url in a browser or Chrome Custom Tab and receive a response as the result of user interaction.,27,Java,19,https://github.com/braintree/browser-switch-android,2017-02-24 04:42:44+00:00,2024-08-28 15:56:49+00:00,UX Related,en
Priyanshu-CODERX/learn-augmented-reality-by-developing-practical-applications,"Augmented Reality (AR) is a technology that combines computer-generated elements with the real world, enhancing the user's perception and interaction with their environment. AR overlays digital information such as images, videos, or 3D models onto the real world, usually through a smartphone, tablet, or wearable device.",27,,9,https://github.com/Priyanshu-CODERX/learn-augmented-reality-by-developing-practical-applications,2023-07-14 14:30:13+00:00,2024-09-05 05:13:55+00:00,Uncategorized,en
microsoft/powerbi-visuals-pulsechart,"Pulse chart shows a line chart annotated with key events. Each events can be selected to filter and cross highlight other visuals to reveal insights or help tell a story. Pulse chart supports animation so you can load your report and watch it play through key events, without user interaction. This visualization is perfect for story telling with data, especially the Power BI publish to web feature. Use it anywhere you need to draw attention to events that shaped a trend.",27,TypeScript,31,https://github.com/microsoft/powerbi-visuals-pulsechart,2016-12-19 06:36:09+00:00,2024-07-24 06:11:17+00:00,UX Related,en
lucianostraga/userInteractions-platformEvents-lwc,User interaction tracker with Lightning Web Components + Platform Events,26,JavaScript,19,https://github.com/lucianostraga/userInteractions-platformEvents-lwc,2019-08-04 21:29:08+00:00,2024-07-30 09:18:52+00:00,UX Related,en
zedsec390/NMAP,NMAP scripts for TN3270 interaction as well as NJE. Most notably TSO User Enumeration and Brute Force. CICS transaction ID enumeration and NJE node name brute forcing. ,26,Lua,7,https://github.com/zedsec390/NMAP,2015-11-05 18:14:22+00:00,2024-08-10 17:31:35+00:00,Uncategorized,en
FDMediagroep/fd-cypress-recorder,Browser plugin Fd Cypress Recorder captures user interactions and generates Cypress test code.,25,TypeScript,9,https://github.com/FDMediagroep/fd-cypress-recorder,2019-05-16 15:53:55+00:00,2023-01-28 06:16:11+00:00,UX Related,en
jst-cyr/XConnectTutorial,A tutorial repository based on the Sitecore documentation to walk users through common interactions with the APIs.,25,C#,7,https://github.com/jst-cyr/XConnectTutorial,2018-01-22 21:27:51+00:00,2023-06-14 06:23:10+00:00,Tool,en
hanzoai/track.js,🔍 Identify users and track interactions with Hanzo's native solution for web analytics.,23,CoffeeScript,10,https://github.com/hanzoai/track.js,2015-07-18 05:39:06+00:00,2024-07-10 06:18:04+00:00,Uncategorized,en
degencap777/crypto-ai-rag-chatbot-blockchain,A cryptocurrency-focused AI chatbot that utilizes real-time on-chain blockchain data. This advanced chatbot is designed to engage in natural language Q&A interactions and can seamlessly invoke relevant APIs when users pose queries that necessitate API calls.,21,,12,https://github.com/degencap777/crypto-ai-rag-chatbot-blockchain,2024-09-22 23:28:33+00:00,2024-09-24 21:13:15+00:00,Tool,en
ahinchman1/TornadoFX-Suite,Automated user-interaction testing for TornadoFX,20,Kotlin,6,https://github.com/ahinchman1/TornadoFX-Suite,2018-07-19 12:59:01+00:00,2023-07-04 23:38:28+00:00,Uncategorized,en
udspj/3DmikuARCamera," for iOS , Objective-C , GLKit , openGL ES 2.0 . no AR mark card , user interaction enabled , you can control miku by drag、rotate、zoom ",20,C,7,https://github.com/udspj/3DmikuARCamera,2015-07-14 11:37:18+00:00,2024-04-07 07:54:27+00:00,UX Related,en
zsy78191/XXXTabbarController,A tabbar controller based UIViewController with special user interaction and design.,19,Objective-C,6,https://github.com/zsy78191/XXXTabbarController,2016-04-20 08:14:19+00:00,2024-09-25 07:31:55+00:00,UX Related,en
tradle/bots,"[DEPRECATED] Tradle bot framework, allows to drive user interactions in Tradle mobile and web apps and (soon) using smart contracts for critical functions",19,JavaScript,6,https://github.com/tradle/bots,2017-02-01 00:08:01+00:00,2023-01-11 06:38:55+00:00,UX Tool,en
abhishekpatel-lpu/CICIDS-2017-intrution-detection-,"Intrusion Detection Systems (IDSs) and Intrusion Prevention Systems (IPSs) are the most important defense tools against the sophisticated and ever-growing network attacks. Due to the lack of reliable test and validation datasets, anomaly-based intrusion detection approaches are suffering from consistent and accurate performance evolutions.  Our evaluations of the existing eleven datasets since 1998 show that most are out of date and unreliable. Some of these datasets suffer from the lack of traffic diversity and volumes, some do not cover the variety of known attacks, while others anonymize packet payload data, which cannot reflect the current trends. Some are also lacking feature set and metadata.  CICIDS2017 dataset contains benign and the most up-to-date common attacks, which resembles the true real-world data (PCAPs). It also includes the results of the network traffic analysis using CICFlowMeter with labeled flows based on the time stamp, source, and destination IPs, source and destination ports, protocols and attack (CSV files). Also available is the extracted features definition.  Generating realistic background traffic was our top priority in building this dataset. We have used our proposed B-Profile system (Sharafaldin, et al. 2016) to profile the abstract behavior of human interactions and generates naturalistic benign background traffic. For this dataset, we built the abstract behaviour of 25 users based on the HTTP, HTTPS, FTP, SSH, and email protocols.  The data capturing period started at 9 a.m., Monday, July 3, 2017 and ended at 5 p.m. on Friday July 7, 2017, for a total of 5 days. Monday is the normal day and only includes the benign traffic. The implemented attacks include Brute Force FTP, Brute Force SSH, DoS, Heartbleed, Web Attack, Infiltration, Botnet and DDoS. They have been executed both morning and afternoon on Tuesday, Wednesday, Thursday and Friday.",19,Jupyter Notebook,7,https://github.com/abhishekpatel-lpu/CICIDS-2017-intrution-detection-,2020-10-16 04:22:52+00:00,2024-07-18 13:07:45+00:00,Tool,en
apromore/RPA_UILogger,"A User Interaction (UI) logger for robotic process mining, supports actions performed on MS Excel and Google Chrome",18,JavaScript,9,https://github.com/apromore/RPA_UILogger,2019-01-17 05:09:02+00:00,2024-07-30 08:00:01+00:00,UX Related,en
EnFlexIT/AgentWorkbench,"Application toolkit based on the JADE framework. Functionalities for time aspects, agent environment interaction, visualization and load balancing, focusing on the usability for end users.",18,Java,7,https://github.com/EnFlexIT/AgentWorkbench,2017-07-04 07:43:38+00:00,2024-09-26 14:37:24+00:00,UX Tool,en
RichardHGL/UPGAN,"This repository contains the source code for the WWW 2020 paper ""Mining Implicit Entity Preference from User-Item Interaction Data for Knowledge Graph Completion via Adversarial Learning""",18,Python,7,https://github.com/RichardHGL/UPGAN,2020-04-07 03:21:03+00:00,2024-04-27 08:46:18+00:00,Uncategorized,en
NMisko/monkalot,A Twitch Bot for maximum user interaction and chat spam induction.,17,Python,8,https://github.com/NMisko/monkalot,2017-07-21 11:51:01+00:00,2023-10-16 02:03:07+00:00,UX Related,en
G0ldenGunSec/backdoorLnkMacroStagerObfuscated,"Obfuscated Powershell Empire 2.x stager that allows for creation of a macro which uses VBA to backdoor .lnk files on the system.  This is done to obtain a shell via follow-up user interaction natively through powershell, in order to evade tools that monitor process execution. Backdoors are self-cleaning on execution.",17,Python,8,https://github.com/G0ldenGunSec/backdoorLnkMacroStagerObfuscated,2017-11-07 03:45:58+00:00,2024-08-12 19:33:52+00:00,UX Tool,en
an-rahulpandey/cordova-plugin-camerapicturebackground,Automatically take Picture from Android Smartphones without any User Interactions.,16,Java,21,https://github.com/an-rahulpandey/cordova-plugin-camerapicturebackground,2015-01-23 12:37:20+00:00,2020-10-17 00:47:55+00:00,UX Related,en
vinzh05/SeleniumHelper,SeleniumSupport is a robust library created to simplify and enhance your Selenium-based automation tasks. It introduces user-friendly methods and configurations to streamline browser manipulation and interaction,16,C#,10,https://github.com/vinzh05/SeleniumHelper,2024-02-15 16:05:49+00:00,2024-08-14 17:43:35+00:00,Tool,en
CiscoDevNet/flare,"This project has been deprecated and the repository will no longer be updated. Flare allows users with mobile devices to discover and interact with things in an environment. It combines multiple location technologies with a realtime communications architecture, to enable new kinds of user interactions.",16,JavaScript,12,https://github.com/CiscoDevNet/flare,2015-10-21 19:15:22+00:00,2023-05-05 21:52:19+00:00,UX Application,en
rahul2002m/ChatPDF,"ChatPDF is a Streamlit app allowing users to query PDF & DOCX content via natural language. It indexes documents for conversational interactions using OpenAI's API & FAISS for rapid matching. Upload, ask, and get insightful responses instantly.",15,Python,9,https://github.com/rahul2002m/ChatPDF,2023-09-03 13:08:30+00:00,2024-09-25 06:52:57+00:00,Tool,en
mapbox/mapbox-gl-draw-static-mode,A custom mode to mapbox-gl-draw that lets you turn of user interactions,14,JavaScript,7,https://github.com/mapbox/mapbox-gl-draw-static-mode,2017-07-17 18:10:55+00:00,2024-07-16 02:12:00+00:00,UX Related,en
salesforce-experiencecloud/interaction-studio-content-personalization,"This repository includes examples of the two custom, open-source Experience Cloud components. The components capture logged-in user data, which you can use to personalize the content of your website. It also includes an example of the Interaction Studio sitemap and other technical details that you need during implementation.",14,HTML,10,https://github.com/salesforce-experiencecloud/interaction-studio-content-personalization,2021-07-20 16:31:01+00:00,2024-08-03 09:13:26+00:00,Uncategorized,en
Viha27/python-devops,"A Devops pipeline is set of automated processes and tools that the development (Dev) and operations (Ops) teams implement to build, test, and deploy software faster and easier.  In this course you will complete DevOps pipeline generally consists of a set of tools which are normally broken down into the following categories:  Plan  Code  Integrate  Test  Release  Deploy  Operate  This learning path will cover:  Git is an open-source and distributed version control system.  Github is git repository hosting service used for code sharing, bug tracking, feature request and much more.    PyCharm is an integrated development environment (IDE) for python programing language.  Flask is a python web framework.  HTML is the standard markup language for Web pages.  CSS is a style sheet language use to style a HTML document.  SQLAlchemy is an open-source SQL toolkit and object-relational mapper which gives full power and flexibility of SQL.    Selenium is used to automate web browser interaction.  Pytest is unit testing framework that allows users to write test codes.    Ngrok allows to expose a web server running on your local machine to the internet.    Github Action enables you to include Continues Integration (CI) and continuous deployment (CD) capabilities and many other features directly in your repository.    Docker is an open source containerization platform enables developers to package applications into containers.  Docker Hub is a cloud-based repository for finding and sharing container images with your team.  Kubernetes is an open-source container orchestration for automating deployment, scaling, and management of containerized applications.  This course is one stop shop where you will learn web development, continuous integration, continuous deployment, containerization, writing neat and quality code, devops concepts and much more with python programing language.  What you’ll learn Learn to build Continuous Integration Continuous Deployment pipeline Build CI CD tool to update docker image after any update Learn to create dockerfile Learn the fundamental concepts of Docker Learn the fundamental concepts of Kubernetes Learn to create Kubernetes YAML files Learn to deploy high availability, fault tolerance, scalable application Learn all the basic and advanced git commands Learn different types of branches like master, developer, feature, release and hotfix branch Learn fundamental concepts of Version Control System Learn to use Github actions for CI CD pipeline Learn to build python flask web application Learn to use SQL Alchemy Lean to create HTML pages using HTML, CSS and bootstrap Are there any course requirements or prerequisites? Git installed Docker installed Kubernetes installed Any IDE Github account Docker hub account Who this course is for: Anyone who wants to Enhance their skills in DevOps domain Developers and IT Pros Instructor User photo Pranjal Srivastava Docker | Kubernetes | AWS | Azure | ML | Linux | Python  I am an Instructor, Devops engineer, machine learning enthusiast, cloud expert and passionate developer.  I have authored 60+ courses with over 50,000+ students worldwide across 175+ countries on wide array of technologies like containerization, machine learning, Linux, programming languages and cloud computing platforms like Microsoft Azure, Amazon Web Service and IBM Cloud.",14,Python,7,https://github.com/Viha27/python-devops,2021-09-01 19:34:52+00:00,2024-09-28 08:26:19+00:00,Tool,en
turtlebot/turtlebot_interactions,User side interactions for working with a turtlebot.,13,C++,24,https://github.com/turtlebot/turtlebot_interactions,2014-12-29 01:50:00+00:00,2022-04-30 13:03:37+00:00,Uncategorized,en
thegoodhackertv/Geophish,Geolocate any device using a link. (User interaction is required),13,HTML,7,https://github.com/thegoodhackertv/Geophish,2023-02-06 19:08:17+00:00,2024-10-06 16:57:12+00:00,UX Related,en
HOKGroup/Unreal_Pixel_Streaming,"Customize pixel streaming user interface, interactions and web server setting [SignallingWebServer directory]",13,JavaScript,7,https://github.com/HOKGroup/Unreal_Pixel_Streaming,2019-02-05 16:35:33+00:00,2024-05-06 09:33:49+00:00,UX Related,en
msdgwzhy6/InteractionHook,"globally monitor and collect user interaction such as click event , input event , touch gesture ,focus change and so on.",13,Java,13,https://github.com/msdgwzhy6/InteractionHook,2017-08-10 08:03:45+00:00,2022-09-03 11:34:38+00:00,UX Related,en
LLNL/USER-EPH, LAMMPS extension to capture electron-ion interaction. This is a mirror of https://gitlab.com/artuuuro/USER-EPH.,13,C++,6,https://github.com/LLNL/USER-EPH,2018-05-10 03:38:20+00:00,2024-03-29 13:06:24+00:00,Uncategorized,en
